5 33 84.99966631 16.53974509
6 33 84.6337356 16.48931872
7 33 84.2535117 16.44999719
8 33 83.87296096 16.4063427
9 33 83.50678228 16.367919
10 33 83.12072437 16.31570546
11 33 82.73998257 16.2841389
12 33 82.36773121 16.22767902
13 33 81.99626284 16.19705101
14 33 81.62381426 16.1468699
15 33 81.25640301 16.10718917
16 33 80.88424843 16.07339208
17 33 80.50209685 16.03562019
18 33 80.12889865 15.98787977
19 33 79.77018004 15.94505884
20 33 79.38750817 15.9091458
21 33 79.01429198 15.87334123
22 33 78.64063904 15.83304644
23 33 78.26228937 15.7987192
24 33 77.88889126 15.76981906
25 33 77.52407084 15.72559155
26 33 77.14944306 15.68251084
27 33 76.78586122 15.66498457
28 33 76.42021634 15.61725782
29 33 76.05057114 15.58579156
30 33 75.6804393 15.5497426
31 33 75.31531885 15.51904672
32 33 74.9493421 15.47856698
33 33 74.58429638 15.45411462
34 33 74.22320198 15.41948223
35 33 73.85308119 15.39650349
36 33 73.49170517 15.36291425
37 33 73.12575849 15.33543615
38 33 72.76450404 15.30808413
39 33 72.3982986 15.28166771
40 33 72.04559955 15.24403051
41 33 71.69800018 15.21164927
42 33 71.33139741 15.18673891
43 33 70.96949688 15.16190768
44 33 70.62150772 15.13093161
45 33 70.26418741 15.10662021
46 33 69.92031176 15.07077361
47 33 69.56227738 15.04208852
48 33 69.20894309 15.01338038
49 33 68.86610298 14.99479506
50 33 68.51638744 14.95579192
51 33 68.16800315 14.9332527
52 33 67.81901 14.90579726
5 32 84.93671356 17.05859226
6 32 84.56677685 17.00370191
7 32 84.19213724 16.95967043
8 32 83.81730654 16.91632825
9 32 83.44228688 16.87367126
10 32 83.07186616 16.8315195
11 32 82.69628427 16.78517468
12 32 82.31092493 16.73988415
13 32 81.93972975 16.69468115
14 32 81.5783584 16.65979221
15 32 81.20679608 16.61585492
16 32 80.83048771 16.57783867
17 32 80.44921347 16.540718
18 32 80.08214857 16.50352315
19 32 79.71465484 16.46186806
20 32 79.33684388 16.41118486
21 32 78.96953277 16.38090561
22 32 78.59641295 16.33625131
23 32 78.2188957 16.30268251
24 32 77.85051179 16.26404177
25 32 77.47715552 16.22629637
26 32 77.10362766 16.18915084
27 32 76.74433792 16.15161896
28 32 76.37527842 16.11530222
29 32 76.00605436 16.07956003
30 32 75.63666743 16.04438999
31 32 75.2667555 16.00463355
32 32 74.90665389 15.96985053
33 32 74.536782 15.93635763
34 32 74.17598393 15.89746989
35 32 73.80579481 15.86507523
36 32 73.44587895 15.84282722
37 32 73.08420334 15.8003051
38 32 72.71921085 15.7795615
39 32 72.36244952 15.74284761
40 32 72.01034427 15.70617605
41 32 71.65415072 15.68091004
42 32 71.2978321 15.65616267
43 32 70.94093482 15.62666527
44 32 70.59102765 15.62358308
45 32 70.24787253 15.58838541
46 32 69.89541588 15.55989219
7 15 82.98425984 25.74671263
7 16 83.05914615 25.23776585
7 17 83.13143638 24.73933177
7 18 83.21843815 24.23532626
7 22 83.52125229 22.14886314
7 24 83.67180542 21.12482397
7 25 83.7439572 20.60825272
7 26 83.81254227 20.09204316
7 31 84.13752452 17.50448407
7 32 84.19707392 16.96454551
7 33 84.26310238 16.44971246
7 34 84.31573577 15.94045311
7 35 84.3832073 15.41584069
7 36 84.43222718 14.89187197
7 40 84.63114431 12.80713362
7 41 84.68371905 12.27863589
7 42 84.72250165 11.76056174
7 44 84.8117156 10.72445623
7 45 84.88684196 10.21106675
7 49 84.99079726 8.146323503
7 50 85.02415162 7.623901639
15 30 81.10122657 17.63409188
15 31 81.1582423 17.12466533
15 32 81.2115873 16.61563382
15 33 81.26644866 16.11687031
15 34 81.31667966 15.59825962
15 36 81.42126268 14.58675632
15 40 81.5970421 12.5316812
15 41 81.63981512 12.02465726
15 42 81.68344956 11.51775171
15 43 81.72793285 11.01096625
15 44 81.76315454 10.4944655
15 49 81.93301464 7.989568028
15 50 81.96267861 7.458675553
